Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,,QuestionType
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,53,Antonyms - MELLOWED,Ripened,Sensational,Immature,Ridiculous,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,54,Antonyms - GROUCHY,Cantankerous,Grumpy,Contented,Surly,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,55,Antonyms - IMPUDENT,Rude,Courteous,Impertinent,Insolent,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,56,Antonyms - MITIGATE,Soothe,Abate,Assuage,Aggravate,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,57,Antonyms - EXPOSTULATION,Immigration,Susceptibility,Elegance,Approbation,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,58,Antonyms - DISPARAGE,Evolve,Expose,Appreciate,Converge,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,59,Antonyms - OSSIFICATION,Liquefaction,Flexibility,Vigour,Viability,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,60,Antonyms - PEDESTRIAN,Mobile,Regular,Exciting,Imaginative,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,61,Antonyms - TUMULTUOUS,Halcyon,Mope,Cold,Conniving,,A,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,62,Antonyms - ANACHRONISM,Obsession,Vogue,Radicalism,Pre-emption,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,63,Antonyms - BESEECH,Charge,Cajole,Command,Request,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,64,Antonyms - BATTERY,Slimy,Individual,Dense,Clean,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,65,Antonyms - BLANDISHMENTS,Smack,Reproof,Scuttle,Extradition,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,66,Antonyms - DEMENTED,Abundant,Opulent,Sane,Divine,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,67,Antonyms - BRUSQUE,Abrupt,Polite,Art,Gruff,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,68,Antonyms - BUCOLIC,Pastoral,Rural,Rustic,Urban,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,69,Antonyms - CONTRITE,Apologetic,Penitent,Defiant,Ecstatic,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,70,Antonyms - CONTROVERT,Change,Accept,Control,Deny,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,71,Antonyms - COWER,Come Out,Cringe,Smother,Blush,,A,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,72,Antonyms - CREDIBLE,Legal,Unbelievable,Legendary,Logical,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,73,Antonyms - CRESTFALLEN,Abashed,Cheerful,Broken,Treble,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,74,Antonyms - JEOPARDY,Vivacity,Temerity,Consummation,Security,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,75,Antonyms - MUSTY,Desolate,Uncertain,Fragrant,Clear,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,76,Antonyms - HAZY,Bright,Misty,Indolent,Spirited,,A,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,77,Antonyms - PROVIDENTIAL,Difficult,Spartan,Inopportune,Usurping,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,78,Antonyms - ABATE,Appease,Subside,Intensify,Curtail,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,79,Antonyms - ABSTEMIOUS,Disciplined,Uninteresting,Unrestricted,Intemperate,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,80,Antonyms - SPONTANEOUS,Voluntary,Automatic,Coercive,Irritable,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,81,Analogies - MONEY : MERCENARY,Fame : Soldier,Love : Mother,Pass : Student,Gold : Midas,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,82,Analogies - POLYMER : CELL,Coin : Money,Food : Wheat,Chain : Link,Fibre : Plastic,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,83,Analogies - POETRY : RHYME,Chair : Table,Mystery : Suspense,Shakespeare : Drama,Clothes : Paper,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,84,Analogies - COMPUTER : RAM,Book : Page,Cloud : Rain,Table : Tablecloth,Sky : Blue,,A,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,85,Analogies - BELLS : JINGLE,Crow : Caw,Anklets : Tinkle,Pig : Snuff,Clock : Time,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,86,Analogies - COGENT : CONVINCING,Insane : Distinguished,Laconic : Pithy,Illogical : Reasonable,Jovial : Abstruse,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,87,Analogies - RETROSPECTION : PAST,Syllogism : Logic,Idiosyncrasy : Coherence,Prognostication : Future,Transience : Rigidity,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,88,Analogies - BENEVOLENT : GRASPING,Repulsive : Pushing,Euphonious : Discordant,Churlish : Impolite,Rebellious : Disorderly,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,89,Analogies - FRIGHTEN : PETRIFY,Enamour : Protect,Sneer : Appreciate,Abbreviate : Interest,Humiliate : Mortify,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,90,Analogies - MUNIFICENT : STINGY,Inclement : Merciless,Incorrigible : Recalcitrant,Articulate : Obscure,Egregious : Outstanding,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,91,Analogies - CRAVENLY : COWARD,Synthetic : Savant,Menial : Composer,Brazen : Drunkard,Duplicitous : Cheat,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,92,Analogies - DIFFIDENT : SHY,Lacklustre : Dull,Covering : Encompass,Infuriating : Regale,Overhauling : Desert,,A,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,93,Analogies - RIGOUR : ONEROUS,Vigour : Tentative,Tedium : Boring,Narration : Timely,Simplicity : Rudimentary,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,94,Analogies - ESOTERIC : SCHOLARLY,Meandering : Accurate,Dogmatic : Anomalous,Honourable : Shameless,Profuse : Plentiful,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,95,Analogies - ADVOCATE : PROPAGATE,Sap : Deliberate,Exact : Demand,Afflict : Ameliorate,Deteriorate : Roughen,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,96,Analogies - IMPORT : EXPORT,Inhale : Exhale,Include : Exclude,Inspire : Expire,Increase : Decrease,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,97,Analogies - MILK : MILKMAID,Letters : Postman,Biscuit : Baker,Newspaper : Newspaper Boy,Sweets : Street Vendor,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,98,Analogies - ORNITHOLOGIST : BIRDS,Entomologist : Insects,Herpetologist : Reptiles,Psychologist : Mind,Ichthyology : Fossils,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,99,Analogies - DISHONOUR : DEMEAN,Demolish : Annihilate,Glorify : Extol,Consecrate : Sanctify,Articulate : Obfuscate,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,100,Analogies - LEPROSY : BACTERIA,Summer : May,Cloud : Evaporation,Violence : Anger,Day : Sun,,A,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,101,Analogies - MILK : CHEESE,Water : Ice,Cotton : Clothes,Rainbow : Rain,Tobacco : Cigar,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,102,Analogies - PRINCIPAL : SCHOOL,President : India,Monarch : Britain,God : Universe,Buddha : Burma,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,103,Analogies - FASTIDIOUS : FINICKY,Parsimonious : Miserly,Asinine : Unintelligent,Precocious : Talented,Prudent : Injudicious,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,104,Analogies - INSIPID : ORIGINAL,Ambidextrous : Unskilled,Foppish : Affected,Tranquil : Disturbed,Winding : Succinct,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,105,Analogies - ATTRITION : WEAR,Rupture : Tear,Mammon : Money,Sacrilege : Honesty,Melody : Rhythm,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,106,Analogies - ANTIQUATED : ANCIENT,Compassionate : Lustful,Fortuitous : Coincidental,Pristine : Pure,Spiteful : Wicked,,A,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,107,Analogies - EMANCIPATE : LIBERATE,Misconstrue : Misinterpret,Commiserate : Sympathize,Sequestrate : Align,Ape : Imitate,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,108,Analogies - COSMIC : UNIVERSE,Sidereal : Stars,Arboreal : Trees,Aquatic : Water,Despotic : Depot,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,109,Analogies - BOUNTIFUL : PLENTITUDE,Bizarre : Absurdity,Consecutive : Succession,Depraved : Wickedness,Somnolent : Sombreness,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,110,Analogies - STYMIE : OBSTRUCT,Parry : Fight,Ponder : Mull,Imbue : Soak,Intervene : Mediatez,,A,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,111,"Logical Reasoning - 
If you find the next version of software products from Microsoft coming with the feminine touch, don’t be surprised because the world’s largest software major is planning to add more women to its development centre in Hyderabad. Microsoft India Development Centre (MSIDC), the second largest development centre of the company outside its headquarters in the US is planning to kick-start a diversity event, a women’s recruitment drive, this Women’s Day. As part of the programme, the company has invited applications
from girl students who are doing final year computer science engineering across the country.
Which of the following could be the reason behind Microsoft’s decision to recruit girl students?","The women recruitment initiative is a pilot project
which, if successful, could be replicated at the company’s other centres in the country","Though, due to social conditions, women may opt for engineering colleges near their hometown, rather than IITs, their competency levels are on par with men.",A diverse workforce will be able to anticipate the needs of the diverse customers spread across the world.,This kind of recruitment drive will encourage more women to enrol for engineering course,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,112,"Logical Reasoning - Its not just media agencies that are obsessed with numbers—even the creative side does not shy away from romancing with digits. Whether it is instructions (Ujala : chaar boondan wala) or just plain information (Complan’s 23 vital nutrients), a lot of contemporary advertising serves up a tidal wave of figures. Whether its personal care products, refrigerators, washing machine, tea or tooth paste, everyone is using numbers as a USP. While the claims work for Maggi’s 2-minutes noodles in many cases, it is veering towards a game of one -upmanship. Baffling concept innundate the viewers— 12 times more volume mascara, natural care tea with ‘paanch ayurvedic tatva’, a fridge with 6th sense cooling, and a tooth paste that claims to fight 10
problems.
Which of the following does not point to the advantage of using numbers?
","People don’t believe advertising; so, if you can give a quantified claim, it adds credibility to your brand ",Numbers in advertisements cause disillusionment when they are not borne out.,"When numbers are put into context, they prove to be symbolic and evocative, as in the case of Britannia
cheese, which says one slice in equal to two glasses of milk.",The number definitely adds a competitive advantage: if one fairness cream claims results in ‘six weeks’ another will take a mere ‘30 days’.,,B,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,113,"Logical Reasoning - Art shows in India by Indian artists settled abroad have increased over the past few years and are on the rise.
Which of the following does not account for the above occurrence?
",This trend is being fuelled by the booming Indian economy—people have spare funds which they can invest in art,"These artists fetch higher price in India than abroad, probably because their acceptance back home is greater than it is in the oversea art scene.","While acquisition of Indian art overseas continues to grow, purchases are still triggered by the Indian diaspora.",A large cross section of wealthy businessmen travelling abroad drop by at galleries and museums and this develops an understanding of and love for art.,,C,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,114,"Logical Reasoning - Andreas Gursky bestrides the art world like a colossus. For once, in the contemporary art scene, form, content, and price come together like a rare planetary alignment. Yet critics conclude that A. Gursky’s photographs are famous mainly because of their massive price tags.
Which one of the following prove his critics wrong?
","His photographs are rendered with a pin sharp focus
that seems to defy the laws of physics","The hammer prices of Gursky’s works simply
reflect the herd instincts of billionaires for unique things.",His pictures depict his ability to freeze a transient moment for ever.,The photographic aesthetic embodied in his work is based on an uncanny dichotomy that makes it singular to every viewer.,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,115,"Logical Reasoning - A visit to the abattoir usually transforms a nonvegetarian into a vegetarian. Similarly, a visit to the Bose Institute in Kolkatta is sure to make a tourist lead an austere life thereafter, even, perhaps, going to the extent of becoming a mineral eater.
Which of the following supports the above conclusion?
",The visitor can watch the graphic reaction of the plant when a leaf is plucked.,One marvels at the intricacies of the composition of a plant,"One realizes the fact that it takes years of sunlight, water, and earth to help a tree flourish.",The onlooker gets a very clear picture of the intricate process of photosynthesis,,A,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,116,"Logical Reasoning - Statement: We have come a long way from the barter system to cowrie currency to a complex monetary system to womb renting and sperm selling. These are innovative methods of making ends meet in hard times.
Assumptions:
I. Innovative methods are needed to make ends meet in hard times.
II. Barter system is not an innovative method.
III. Womb renting and sperm selling are innovative methods.
",All are implicit,Only I and II,Only II,Only III,,D,,MCQ
Part-I-Chapter-2,Part-I - General Aptitude,Vocabulary,Exercises,117,"Logical Reasoning - Statement: Why the brouhaha over dynastic politics?
Have not many children followed their parents’ profession? 
May be, genes play a part in their choice of profession.
Assumption:
I. Genes play a part in the choice of profession.
II. Choosing politics as profession because the parents are in politics is the same as choosing any other profession because the parents are in that profession.
III. There is nothing wrong with dynastic politics.
",Only III,Only II and III,Only II,Only I and II,,D,,MCQ
