Select a pure substance,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
6,Language of Chemistry,Multiple Choice Questions,,17,One molecule of sulphur contains,Two atoms of sulphur,Eight atoms of sulphur,Four atoms of sulphur,One atom of sulphur,,b,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,18,Chemical formula of Aluminium sulphate is,Al~2*(SO~4)~3*,AlSO~4*,Al~3*(SO~4*)~2*,None of the above,,a,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,19,"The percentage of nitrogen by mass in ammonium sulphate is closest to (atomic masses of H = 1, N = 14, O = 16, S = 32)",21%,24%,36%,16%,,a,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,20,"The following substances are arranged in the decreasing order of their pH values. The correct option is
A. Tomato Juice              B. Tooth Paste   
C.  Saliva (After meals)   D.  Coffee",B C E A D,B E C D A,B A C E D,B D E C A,,b,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,21,Which natural indicator (acid-base) is used in kitchen of our homes?,Sodium chloride ,Tea leaves,Sodium carbonate,Turmeric,,d,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,22,"One mole of one of the sodium salts listed below, having carbon content close to 14.3% produces I mole of carbon dioxide upon heating (atomic mass of Na = 23, H = I, C = 12, O = 16). The salt is",C~2*H~5*COONa,NaHCO~3*,HCOOONa,CH~3*COONa,,b,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,23,"The metal (M) forms an oxide, M~2*O~3*. The formula of its nitride will be",M~2*N~3*,MN,M~2*N,M~3*N~2*,,b,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,24,Which of following compound is alkaline in aqueous medium.,Na~2*CO~3*,NaCl,H~2*CO~3*,CuSO~4*,,a,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,25,"A student was given an unknown solution in a test tube. When he added universal indicator solution to test tube, it turned violet. The unknown solution is mostly likely to be",Baking soda solution,Starch solution,Caustic Soda solution,Vinegar solution,,c,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,26,"The correct chemical formula of the given compounds:
Aluminium Phosphate, Ammonium Carbonate and Sodium Sulphite are","Al~2*(PO~4*)~3*, (NH~4*)~2* CO~3*, Na~2*SO~4*","AlPO~4*, (NH~4*)~2*CO~3*, Na~2*SO~3*","Al(PO~4*)~3*, (NH~4*)~2*CO~3*, Na~2*SO~4*","AlPO~4*, (NH~4*)~2*CO~3*, Na~2*SO~3*",,d,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,27,"The corect order of increasing pH values of the aqueous solutions of baking soda, rock salt, washing soda and slaked lime is",Baking Soda < Rock Salt < Washing Soda < Slaked lime,Rock Salt < Baking Soda < Washing Soda < Slaked lime,Slaked lime < Washing Soda < Rock Salt < Baking Soda,Washing Soda < Baking Soda < Rock Salt < Slaked lime,,b,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,28,"Manya, Kartik, Gurnoor and Sheena had arranged the ions F^-&, Na^+&, 0and Mg^2+& in decreasing orders of their ionic radii.
Manya - O^2-& > Mg^2+& > F^-& > Na^+&
Kartik -  Mg^2+& > Na^+& > O^2-& > F^-&
Gurnoor - O^2-& > F^-& > Na^+& > Mg^2+&
Sheena - F^-& > Na^+& > O^2-& > Mg^2+&
Who had provided the correct order of their decreasing ionic radii?
",Manya,Kartick,Gurnoor,Sheena,,c,,MCQ
6,Language of Chemistry,Multiple Choice Questions,,29,"A student added a drop of universal indicator to 1.00 mL of given solution and found that a green colour is produced.
The pH value of the solution will be :",7 - 9,0 - 3,10 - 12,4 - 6,,a,,MCQ
6,Language of Chemistry,Morethan one Option Correct,,30,Which of the following is/are bivalent radicals?,Sulphate,Bisulphate,Sulphite,Sulphide,,"a,c,d",,MAQ
6,Language of Chemistry,Morethan one Option Correct,,31,Which of the following are triatomic?,H~2*O,CO~2*,CO^2-&~3*,NaCl,,"a,b",,MAQ
6,Language of Chemistry,Morethan one Option Correct,,32,In organic chemistry we study about,Carbohydrates,Fertilizers,Proteins,Ceramics,,"a,c",,MAQ
6,Language of Chemistry,Morethan one Option Correct,,33,Which of the following are acidic radicals?,PO^3-&~4*,Mg^2+&,CO^2-&~3*,NO^-&~3*,,"a,c,d",,MAQ
6,Language of Chemistry,Morethan one Option Correct,,34,Acids are those substances which,Furnish H~3*O^+& in aqueous solution,Lowers the pH of solution,Furnish OH^-& in aqueous solution,Increase the pH of solution,,"a,b",,MAQ
6,Language of Chemistry,Morethan one Option Correct,,35,Chemical formula gives information about,which elements are present in compound,physical properties of compound,nature of compound,total number of atoms of each element present in compounds.,,"a,d",,MAQ
6,Language of Chemistry,Morethan one Option Correct,,36,Which of the following ion is divalent ?,a,b,c,d,CH-6-36-ROW-585,"a,c,d",,MAQ
6,Language of Chemistry,Assertion - Reason,,43,"Assertion : The combining capacity of an atom or atom or radical is known as its valency. 
Reason : The valency of an element is alwavs a whole number.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
6,Language of Chemistry,Assertion - Reason,,44,"Assetion : A cation is formed after the removal of electrons.
Reason : An element always loses on electron to form cation.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,c,,AR
6,Language of Chemistry,Assertion - Reason,,45,"Assertion : The molecular mass of NaOH is 40.
Reason : The molecular mass of a compound is defined as the sum of the atomic weights of all the constituent atom present in a molecule.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
6,Language of Chemistry,Assertion - Reason,,46,"Asertion : One mole of any substance is equals to its molecular weight.
Reason : No. of moles = Mass of substance in grams / Molecular weight",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
7,Classification of Matter,Multiple Choice Questions,,1,Select a pure substance,Brass,Bronze,Magnesium,All of these,,c,,MCQ
7,Classification of Matter,Multiple Choice Questions,,2,Which one of the following is a heterogeneous mixture?,Liquid ammonia,Gun powder,Sugar solution in water,Both (a) and (c) ,,b,,MCQ
7,Classification of Matter,Multiple Choice Questions,,3,The method used to separate the mixture of water and alcohol is,Crystallization,Fractional distillation,Evaporation,Chromatography,,b,,MCQ
7,Classification of Matter,Multiple Choice Questions,,4,The atomicity of an element tells about its,chemical properties,physical properties,number of atoms of element present in a molecule,None of these,,c,,MCQ
7,Classification of Matter,Multiple Choice Questions,,5,Which of the following is neither an element nor a compound?,Water,Air,Glucose,Iron,,b,,MCQ
7,Classification of Matter,Multiple Choice Questions,,6,The formation of a chemical compound is accompanied with,Evolution of energy,Absorption of energy,Either absorption or evolution of energy,None of these,,c,,MCQ
7,Classification of Matter,Multiple Choice Questions,,7,Which one is the smallest unit of a compound?,An electron,An ion,An atom,A molecule,,c,,MCQ
7,Classification of Matter,Multiple Choice Questions,,8,Which one is suitable method for separation of a mixture of water and sodium chloride?,Decantation,Evaporation,Filteration,Fractional distillation,,b,,MCQ
7,Classification of Matter,Multiple Choice Questions,,9,"When a solution of common salt in water is distilled, the salt is found in",Distilling flask,Receiver,Cooling water,Condenser,,a,,MCQ
7,Classification of Matter,Multiple Choice Questions,,10,Which one will be most suitable method to separate a mixture of sodium chloride and ammonium chloride?,Fractional distillation,Sublimation.,Sedimentation,Chromatography,,b,,MCQ
7,Classification of Matter,Multiple Choice Questions,,11,Separation of a mixture of the solids by fractional crystallisation depends on the difference in their,Densities,Solubilities,Shape of crystals,Size of crystals,,b,,MCQ
7,Classification of Matter,Multiple Choice Questions,,12,Select the mixture that can be easily separated using a separating funnel.,Milk and water,Sugar and water,Oil and water,Petrol and kerosene,,c,,MCQ
7,Classification of Matter,Multiple Choice Questions,,13,"When a mixture of sand, common salt, glass powder and iodine is heated, a sublimate is formed. The sublimate formed is",Sodium chloride,Glass,Iodine,Common salt,,c,,MCQ
7,Classification of Matter,Multiple Choice Questions,,14,The noble gases or rare gases exist as,Mono-atomic,Di-atomic,Tri - atomic,Tetra - atomic,,a,,MCQ
7,Classification of Matter,Multiple Choice Questions,,15,Amixture of blue ink and red ink can be separated by,evaporation,distillation,Chromatography,Steam distillation,,c,,MCQ
7,Classification of Matter,Multiple Choice Questions,,16,"Four substance were thoroughly mixed with water separately to obtain mixtures A, B, C and D. Some of their properties give below:
I.   Path of a beam of light passing throught it was visible in A, B and D but invisible in C.
II.  On leaving undisturbed, the particles of the substance settle down in A but not in B, C and D.
III. The solute particles are visible to naked eye in A but invisible in B.C and D
Which of the following is correct about A.B.C and D?","A, B and D are colloids. C is a solution",A is a suspension. B and D are colloids. C is a solution,"A is a colloid. B, C and D are solutions.","A is a suspension B, C and D are eolloids",,b,,MCQ
7,Classification of Matter,Multiple Choice Questions,,17,In paints dispersed phase and dispersion medium are,solid and liquid,liquid and solid,liquid and liquid,gas and liquid,,a,,MCQ
7,Classification of Matter,Multiple Choice Questions,,18,Which technique is used in diagnostic laboratories for blood and urine tests?,Filteration,Sublimation,Distillation,Centrifugation,,d,,MCQ
7,Classification of Matter,Multiple Choice Questions,,19,Fog is colloidal solution of,Liquid in gas,Gas in liquid,Solid in gas,Gas in gas,,a,,MCQ
7,Classification of Matter,Multiple Choice Questions,,20,A solution is a homogeneous mixture of two or more substances. Which of the following is a solution?,Milk,Smoke,Brass,Face Cream,,c,,MCQ
7,Classification of Matter,Multiple Choice Questions,,21,A colloidal solution in which both the dispersed phase and dispersion medium are liquids is,Milk,Butter,Shaving Cream,Jelly,,a,,MCQ
7,Classification of Matter,Multiple Choice Questions,,22,Tooth paste' is an example of,Colloid,Suspension,Solution,Aerosol,,a,,MCQ
7,Classification of Matter,Multiple Choice Questions,,23,The aerosol is a kind of colloid in which:,solid is dispersed in gas,gas is dispersed in solid,gas is dispersed in liquid,liquid is dispersed in water,,a,,MCQ
7,Classification of Matter,Multiple Choice Questions,,24,The correct option among the following is :,Colloidal medicines are more effective because they have small surface area.,Addition of alum to water makes it unfit for drinking,Colloidal particles in lyophobic sols can be precipitated by electrophoresis,Brownian motion in colloidal solution is faster if the viscosity of the solution is very high.,,c,,MCQ
7,Classification of Matter,Multiple Choice Questions,,25,An example of solid sol is:,Paint,Gem stones,Butter,Hair Cream,,b,,MCQ
7,Classification of Matter,Multiple Choice Questions,,26,"Among the colloids cheese (C), milk (M) and smoke (S), the correct combination of the dispersed phase and
dispersion medium, respectively is :",C: liquid in solid; M : liquid in solid; S : solid in gas,C: liquid in solid; M : liquidin liquid; S: solid in gas,C : solid in liquid;  M : liquid in liquid; S : gas in solid,C : solid in liquid; M : solid in liquid; S : solid in gas,,b,,MCQ
7,Classification of Matter,Morethan one Option Correct,,27,A pure substance in one.,that has a uniform composition,which alwayshave the same texture,which is either an element or a compound,which is a mixture,,"a,b,c",,MAQ
7,Classification of Matter,Morethan one Option Correct,,28,Hydrogen is,An element,Diatomic element,Gas at room temperature,A non-metal,,"a,b,c,d",,MAQ
7,Classification of Matter,Morethan one Option Correct,,29,Select the polyatomic elements.,O~2*,O~3*,P~4*,S~8*,,"b,c,d",,MAQ
7,Classification of Matter,Morethan one Option Correct,,30,Which of the following metals are solid?,Sodium,Potassium,Mercury,Manganese,,"a,b,d",,MAQ
7,Classification of Matter,Morethan one Option Correct,,31,Which of the following are metalloids.,Silicon,Bismuth,Arsenic,Antimony,,"a,c,d",,MAQ
7,Classification of Matter,Morethan one Option Correct,,32,Which of the following are homogeneous mixtures.,Brass,Bronze,Copper sulphate solution,Potassium permanganate solution,,"a,b,c,d",,MAQ
7,Classification of Matter,Morethan one Option Correct,,33,Which of the following is/are example of gas-gas mixture?,Mixture of carbon dioxide and nitrogen,Air,Petroleum,Cold drink,,"a,b",,MAQ
7,Classification of Matter,Morethan one Option Correct,,34,Hydrogen gas adsorbed on palladium is,A solid-gas mixture,A solid-solid mixture,Neither (a) nor (b),A compound,,a,,MAQ
7,Classification of Matter,Morethan one Option Correct,,35,Which of the following is an example of solid-liquid mixture.,Suspension of sulphur in water,Muddy water,Iron filling and ammonium chloride,None of the above,,"a,b",,MAQ
7,Classification of Matter,Assertion - Reason,,42,"Assertion : Pure substances in which molecules are made up of only one kind of atoms are known as elements.
Reason: Hydrogen, oxygen and nitrogen are elements.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
7,Classification of Matter,Assertion - Reason,,43,"Assertion : Ozone is a polyatomic element.
Reason : A molecule of ozone consists of three atoms of oxygen",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
7,Classification of Matter,Assertion - Reason,,44,"Assertion : Germanium, arsenic and antimony are classified as metalloids.
Reason : They possess some properties of metals and some properties of metalloids.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,c,,AR
7,Classification of Matter,Assertion - Reason,,45,"Assertion : With rise of temperature Germanium acts as a semi-conductor.
Reson : It shows metallic property.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
8,States of Matter,Multiple Choice Questions,,1,With the inerease in pressure the boiling point of a liquid,Increases,Decreases,Remains unchanged,Cannot be predicted,,a,,MCQ
8,States of Matter,Multiple Choice Questions,,2,"When potassium nitrate is added to ice, it",increases the melting point of ice,decreases the melting point of ice,does not effect the melting point of ice,None of the above is correct,,b,,MCQ
8,States of Matter,Multiple Choice Questions,,3,Shown below is venn diagram directing different states of matter. Which of the following can be placed at place shown as 'Q' in the diagram?,Dry Ice,Table salt,Jelly,Water,CH-8-3-ROW-631,d,,MCQ
8,States of Matter,Multiple Choice Questions,,4,The correct order on the basis of intermolecular space is :,solid > liquid > gas,gas > solid > liquid,gas > liquid > solid,liquid > gas > solid,,c,,MCQ
8,States of Matter,Multiple Choice Questions,,5,The property of diffusion is shown to the maximum extent in ,solid,liquid,gas,same in all cases,,c,,MCQ
8,States of Matter,Multiple Choice Questions,,6,"When a gas is cooled, the temperature falls and ",energy is lost by particles,intermolecular space decreases,intermolecular force of attraction increases,all the above are correct,,d,,MCQ
8,States of Matter,Multiple Choice Questions,,7,"When a solid is allowed to melt, it results in",moving away of particles,coming closer of particles,decrease in specd of particles,decrease in temperature,,a,,MCQ
8,States of Matter,Multiple Choice Questions,,8,Select the one that diffuses fastest at room temperature,Petrol,Milk,Perfume,Camphor,,c,,MCQ
8,States of Matter,Multiple Choice Questions,,9,"When water vapours condense to form water, the particles of water vapour",gain energy and also gain freedom of motion,gain kinetic energy and increase their freedom to move about without any significant attraction.,"lose energy and come closer, thus their freedom of movement gets restricted.",lose energy and also gain frecdom to move about.,,c,,MCQ
8,States of Matter,Multiple Choice Questions,,10,Which of the following is likely to happen when we decrease the inter-particle space in a substance?,An increase in volume occurs.,A decrease in volume occurs.,An increase in mass of substance occurs.,A decrease in mass of substance occurs.,,b,,MCQ
8,States of Matter,Multiple Choice Questions,,11,What happens to the inter-particle attractive forces on increasing distance between particles?,It increases,It decreases,There is no change,None of the above is correct,,b,,MCQ
8,States of Matter,Multiple Choice Questions,,12,The phenomenon of change of liquid into gas at any temperature below its boiling point is called ________,Melting,Boiling,Liquifcation,Evaporation,,d,,MCQ
8,States of Matter,Multiple Choice Questions,,13,Evaporation is a,bulk phenomenon,surface phenomenon,both (a) and (b),none of these is correct,,b,,MCQ
8,States of Matter,Multiple Choice Questions,,14,"In the process of condensation, a gas changes into liquid and heat is evolved. In the process which form of energy of gaseous molecules is released as heat energy?",Kinetic energy,Potential energy,Atomic energy,None of these,,b,,MCQ
8,States of Matter,Multiple Choice Questions,,15,Which of the following is a sublime substanee?,Chlorine,Fluorine,Iodine,Gasoline,,c,,MCQ
8,States of Matter,Multiple Choice Questions,,16,Which state of matter consists of super energetic particles in the form of ionized gases?,Solid,Plasma,liquid ,All of these,,b,,MCQ
8,States of Matter,Multiple Choice Questions,,17,With the increase in temperature of liquid its rate of evaporation.,Increases,Decreases,Remains constant,Cannot be predicted,,a,,MCQ
8,States of Matter,Multiple Choice Questions,,18,On which of the following rate of evaporation of Liquid depends?,Surface,Temperature,Nature of Liquid,All of these,,d,,MCQ
8,States of Matter,Multiple Choice Questions,,19,The force of attraction between similar molecules is called,Cohesive force,Adhesive force,Friction force,None of these,,a,,MCQ
8,States of Matter,Multiple Choice Questions,,20,The fifth state of matter is,Boson state,Boson Einstein condensate,Bose-Einstein condensate,Boson Einstein Fermion,,c,,MCQ
8,States of Matter,Multiple Choice Questions,,21,KE (Kinetic Energy) of molecules in gases is directly proportional to,Temperature,Pressure,Temperature and Pressure,Atmospheric Pressure,,a,,MCQ
8,States of Matter,Multiple Choice Questions,,22,"Arrange the following in increasing order of their intermolecular force of attraction.
i)   Salt            ii) Water           iii)  Carbon Dioxide (CO~2*)",(iii) < (ii) < (i),(i) < (ii) < (iii),(ii) < (iii) < (i),(iii) < (i) < (ii),,a,,MCQ
8,States of Matter,Multiple Choice Questions,,23,Which of the following statements is correct for the melting of ice?,At 0^0&C water exists only in the solid state,At 0^0&C water exist in solid as well as in liquid state,At 0^0&C vapour pressure of ice is equal to vapour pressure of liquid water,Both (b) & (c) are correct,,d,,MCQ
8,States of Matter,Multiple Choice Questions,,24,Freezing mixture is,ice plus common salt,ice plus baking soda,ice plus potash alum,ice plus washing soda,,a,,MCQ
8,States of Matter,Morethan one Option Correct,,25,According to kinetic molecular theory,"matter is made up of small particles that may be depends? atoms, molecules or ions.",the empty space (gap) between the particles is known as intermolecular space.,molecules exert an attractive force upon each other.,the molecules always remain fixed.,,"a,b,c",,MAQ
8,States of Matter,Morethan one Option Correct,,26,Which are/is correct statements?,Matter is continuous in nature.,"Of the three state of matter, the one that is most compact is solid state.","In solid state interparticles space (i.e., empty space) is minimum.",The density of solid is generally more than that ofa liquid.,,"b,c,d",,MAQ
8,States of Matter,Morethan one Option Correct,,27,"When air is blown through water placed in a beaker (see figure), we will observe that",air bubbles escape in cylinder,water level increases in beaker,water level decreases in cylinder,water level decreases in beaker,CH-8-27-ROW-655,"a,b,c",,MAQ
8,States of Matter,Morethan one Option Correct,,28,"A student placed two footballs of the same size and made of the same material in two pans ofa balance (see figure).
Which of the following is true ?",Both balls have same volume of air.,Both balls have same mass of air.,Air in ball A is more compressed than in ball B.,All the above are correct.,CH-8-28-ROW-656,"a,b",,MAQ
8,States of Matter,Morethan one Option Correct,,29,Select the eorrect statement about water,water can exist in all the three forms of matter,the b.p. of water is 100^0&C,water can not be compressed,all the above are correct,,"a,b",,MAQ
8,States of Matter,Morethan one Option Correct,,30,What is comect on the basis of phenomena of evaporation?,It cause cooling effect.,It is favoured by decrease of temperature.,Evaporation is a surface phenomena,Evaporation rate increases with increase of the temperature.,,"a,c,d",,MAQ
8,States of Matter,Morethan one Option Correct,,31,A solution of common salt is prepared and freezed by Raj. Which of the following observations are correct?,It occurs by evolution of heat.,Freezing point of solvent is higher than solution.,No heat change occurs in this process.,All of these.,,"a,b",,MAQ
8,States of Matter,Morethan one Option Correct,,32,Sumit placed a solid on table and after 20 minutes he found that volume of solid is reduced and there is no liquid on table as well.,It represents phenomena of sublimation,This phenomena occurs by evolution of heat.,Solid substance placed by sumit on table should be Sublimate.,It represents the phenomena of boiling,,"a,c",,MAQ
8,States of Matter,Morethan one Option Correct,,33,A student conduct an experiment. Initially he take two connected glass bulbs one containing colored gas other containing air. After few time both bulbs contain colored gas. When he tries to do the same with colored water in one glass bulb and other containing colorless water result obtained was not same. Which of the following observations are correct?,Rate of diffusion of gas molecules is much faster than liquid,Rate of diffusion of water molecules is more than gas molecules,Intermolecular space between gas molecules is very large,Colorless water will not get colored because it has high density in comparison to gas.,CH-8-33-ROW-661,"a,c",,MAQ
8,States of Matter,Morethan one Option Correct,,34,Which of the following is gas at room temperature?,Water,Carbon dioxide,Dry ice,Nitrogen,,"b,d",,MAQ
8,States of Matter,Assertion - Reason,,41,"Assertion : Cooking of rice is difficult at higher altitudes.
Reason : At higher altitudes the boiling point of water increases.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,c,,AR
8,States of Matter,Assertion - Reason,,42,"Assertion : The rate of diffusion is greater in case of gases than in liquids.
Reason : The intermolecular forces of attraction are stronger in gases than in liquids.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,c,,AR
8,States of Matter,Assertion - Reason,,43,"Assertion : During evaporation of liquid there is no change in the temperature of the liquid.
Reason : Kinetic energy associated with particles of matter increases with increase of temperature.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,d,,AR
8,States of Matter,Assertion - Reason,,44,"Assertion: During extreme winter season the roads get blocked in Jammu and Kashmir due to snowfall and to remove ice on roads some salt water is sprinkled on ice.
Reason : The addition of any soluble impurity results in decrease in melting point",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,a,,AR
9,Transformation of Matter,Multiple Choice Questions,,1,Select the one that is not a chemical change?,Dissolution of ammonia in water.,Dissolution of carbon dioxide in water.,Dissolution of oxygen in water.,None of the above is a chemical change.,,c,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,2,Select the one that represents a displacement reaction.,a,b,c,d,CH-9-2-ROW-668,b,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,3,Which one of the following is a combination reaction ?,Formation of a mixture of carbon monoxide and hydrogen. When steam is passed over red hot iron.,Reaction of water with sodium metal to form sodium hydroxide and hydrogen.,Ca(OH)~2* + Na~2*CO~3* -> 2NaOH + CacO~3* ¯,Preparation of stannic chloride Tin IV chloride) by passing chlorine gas into molten tin (Sn).,,d,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,4,Which of the following involves combination of two elements?,a,b,c,d,CH-9-4-ROW-670,b,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,5,"When hydrogen sulphide gas is passed through solution of copper sulphate, a black precipitate of copper sulphide is formed. This is an example of ?",Combination reaction,Displacement reaction,Decomposition reaction,Double decomposition reaction,,d,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,6,A change is said to be a chemical change when,it is accompanied by energy change,it is accompanied by formation of new substances,it is accompanied by change in physical properties,all the above are correct.,,d,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,7,Which one is a decomposition reaction ?,a,b,c,d,CH-9-7-ROW-673,d,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,8,The reactions in which two compounds exchange their radicals to form two new compounds are called,displacement reaction,decomposition reaction,double displacement reaction,isomerisation reaction,,c,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,9,"Consider the following reaction and tell which one is the oxidising reagent.
SO~2* + 2H~2*S -> 2H~2* + 3S",SO~2*,H~2*S,H~2*O,S,,a,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,10,"CuO + H~2* -> Cu + H~2*O
Above reaction is an example of ",redox reaction,synthesis reaction,neutralisation reaction,decomposition reaction,,a,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,11,"A substance which gets oxidised, during a redox reaction, is known as",Oxidizing agent,,,None of the above,,b,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,12,"The reaction :
PbO + C -> Pb + CO",PbO is oxidised,PbO is oxidant,C is reductant,Both (b) and (c) ,,d,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,13,Which of the following is an isomerization reaction ?,a,b,c,d,CH-9-13-ROW-679,d,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,14,Chemical equations are balanced in accordance with the,Dalton's law,Law of conservation of mass,Law of detinite composition,None of the above,,b,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,15,"A substance A reacts with another substance B to produce the product C and a gas D. If a mixture of
the gas D and ammonia is passed through an aqueous solution of C, baking soda is formed. The substances A and B are",HCl and NaOH,HCl and Na~2*CO~3*,Na and HCI,Na~2*CO~3* and H~2*O,,b,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,16,"The major products of the following reaction,",ZnO and SO~2*,ZnSO~4* and SO~3*,ZnSO~4* and SO~2*,Zn and SO~2*,CH-9-16-ROW-682,a,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,17,20.0g of a magnesium carbonate sample decomposes on heating to give carbon dioxide and 8.0 g magnesium oxide. What will be the percentage purity of magnesium carbonate in the sample ?,75,96,60,84,,d,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,18,The reaction that differs from the rest of the reactions given is :,formation of calcium oxide from limestone,formation of aluminium from aluminium oxide,formation of sodium carbonate from sodium hydrogen carbonate,formation of mercury from mercuric oxide,,b,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,19,"The equation
Mg(S) + CuO(s) -> MgO(s) + Cu(s) represents
i)   decomposition reaction
ii)  displacement reaction
iii) combination reaction
iv) double displacement reaction
v)  redox reaction",(i) and (ii),(iii) and (iv),(ii) and (v),(iv) and (v),,c,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,20,The process of respiration is:,Oxidation reaction which is endothermic,Reduction reaction which is endothermic,Combination reaction which is exothermic,Oxidation reaction which is exothermic,,d,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,21,Silver articles become black when exposed to air. It is due to the formation of,Silver oxide,Silver nitrate,Silver chloride,Silve sulphide,,d,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,22,Which of the following causes no reaction?,CuSO~4* +Zn,CusO~4* + Ag,CuSO~4* + Fe,CuSO~4* + Mg,,c,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,23,BaCl~2* + H~2*SO~4* -> BaSO~4* + 2HCl is an example of,Combination Reaction,Displacement Reaction,Decomposition Reaction,Double Displacement Reaction,,d,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,24,"Choose the correct statements about the given chemical reaction:
3MnO~2*(s) + 4Al(s) ->  3Mn(1) + 2AI~2*O~3* + Heat
A) Reaction is exothermic
B) Al is acting as oxidizing agent.
C) MnO~2* is getting reduced.
D) Al is more reactive than Mn","A, C and D","A, B and C","A, B and D","A, B, C and D",,a,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,25,2PbO + C -> 2Pb + CO~2* is an example of _____ reaction.,Reduction,Redox,Oxidation,Decomposition,,b,,MCQ
9,Transformation of Matter,Multiple Choice Questions,,26,The compound that cannot act both as oxidising and reducing agent is:,H~3*PO~4*,HNO~2*,H~3*SO~3*,H~2*O~2*,,a,,MCQ
