Chapter Number,ChapterName,SubChapterName,TestNumber,QuestionNumber,"Metal with electronic configuration 2,8, 14, 2 can form two different hydrox- ides A and B. Both the hydroxides on reaction with sulphuric acid give two",Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,Measurement,12. Measurement of Density,Formative Worksheet,63,"A piece of lead weight 232 g and has a volume of 20 cm<sup>3</sup>, then the density of lead",11.6 g/m<sup>3</sup>,21.6 g/m<sup>3</sup>,31.6 g/m<sup>3</sup>,41.6 g/m<sup>3</sup>,,A,,
1,Measurement,12. Measurement of Density,Formative Worksheet,64,"5 litre of alochol has a mass of 4 kg, then the density of alcohol in g/cm<sup>3</sup>",0.6 g/cm<sup>3</sup>,0.10 g/cm<sup>3</sup>,0.8 g/cm<sup>3</sup>,0.18 g/cm<sup>3</sup>,,C,,
1,Measurement,12. Measurement of Density,Formative Worksheet,65,Find the mass of 555 cm<sup>3</sup> of iron in kg when density of iron is 7.6 g/cm<sup>3</sup>,2.218 kg,4.218 kg,6.218 kg,8.218 kg,,B,,
1,Measurement,12. Measurement of Density,Formative Worksheet,66,"If density of wood is 500 kg/m<sup>3</sup>, then what will be the value in g/cm<sup>3</sup>?",0.5 g/cm<sup>3</sup>,5 g/cm<sup>3</sup>,0.6 g/cm<sup>3</sup>,4 g/cm<sup>3</sup>,,A,,
1,Measurement,12. Measurement of Density,Formative Worksheet,67,Density of S.I. system = ______________  x density in C.G.S. System,"1kg / m<sup>3</sup>
 = 10<sup>-3</sup> g / cm<sup>-3</sup>
","1kg / m<sup>-3</sup>
 = 10<sup>-3</sup> g / cm<sup>3</sup>
","1kg / m<sup>3</sup>
 = 10<sup>-6</sup> g / cm<sup>3</sup>
","1kg / m<sup>3</sup>
 = 10<sup>-3</sup> g / cm<sup>3</sup>
",,D,,
1,Measurement,12. Measurement of Density,Formative Worksheet,68,If on elitre (1000 cm<sup>3</sup>) of water wieghs 1000 g.  Hence thedensity of water is,0.1 g/cm<sup>3</sup>,2 g/cm<sup>3</sup>,0.2 g/cm<sup>3</sup>,1 g/cm<sup>3</sup>,,D,,
1,Measurement,12. Measurement of Density,Conceptive Worksheet,65,The C.G.S. unit of density is,g cm<sup>-3</sup>,g cm<sup>-2</sup>,g/cm,g/cm<sup>2</sup>,,A,,
1,Measurement,12. Measurement of Density,Conceptive Worksheet,66,In order to find the density of a solid we have to find its,Mass and area,weight and area,Area and volume,Mass and volume,,D,,
1,Measurement,12. Measurement of Density,Conceptive Worksheet,67,The density of a body is represented by the expression,D = V/M,D = M x V,D = 1/M x V,D = M/V,,D,,
1,Measurement,12. Measurement of Density,Conceptive Worksheet,68,The unit of density in S.I. system is,kg/m<sup>2</sup>,kg/m<sup>3</sup>,kg/m<sup>3</sup>,kg/m<sup>-3</sup>,,"B,D",,
1,Measurement,13. Relative Density,Formative Worksheet,69,Choose the correct options,R.D. = density of substance / Density of water at 40<sup>0</sup> C,R.D. = mass of substance / mass of an equal volume of water at 40<sup>0</sup> C,R.D. = density of substance / Density of water at 40<sup>0</sup> C,R.D. = density of substance / Mass of water at 40<sup>0</sup> C,,A,,
1,Measurement,13. Relative Density,Formative Worksheet,70,"Statement I :  The CGS unit of relative density is gm/cm<sup>3</sup>
Statement II : 1 g/cm<sup>3</sup> = 1000 kg/m<sup>3</sup>","Statement - I is true, Statement - II is false","Statement - I is false, Statement - II is true",Both Statements I </sup> II are true,Both Statements I </sup> II false,,B,,
1,Measurement,13. Relative Density,Formative Worksheet,71,Match the following,"a-4, 5; b-1; c-2; d-3",a-1; b-4; c-2; d-5,"a-2, 5; b-1; c-5; d-3",a-5; b-1; c-2; d-4,CH1-FW71,A,,
1,Measurement,13. Relative Density,Formative Worksheet,72,If relative density of a substance is K then the density of that substance is ,K kg/m<sup>3</sup>,100K kg/m<sup>3</sup>,1000K kg/m<sup>3</sup>,K  / 1000 kg/m<sup>3</sup>,,C,,
1,Measurement,13. Relative Density,Formative Worksheet,73,"What is the mass of air in a room of dimensions 3 m x 4 m x 5 m, when the density of air is 1.30 kg m<sup>-3</sup>?",23.7 kg,39 kg,46.15 kg,78 kg,,D,,
1,Measurement,13. Relative Density,Formative Worksheet,74,The length of an iron cylinder is 0.8 m and the area of cross-section is 0.45 m<sup>2.  Find the mass of the cylinder if its density is 7800 kg/m<sup>3</sup>,1404 kg,2808 kg,5616 kg,702 kg,,B,,
1,Measurement,13. Relative Density,Formative Worksheet,75,30 cm<sup>3 of iron weighs 234 g.  Find its density in kg m<sup>-3</sup>,3600 kgm<sup>-3</sup>,78 kgm<sup>-3</sup>,7800 kgm<sup>-3</sup>,780 kgm<sup>-3</sup>,,C,,
1,Measurement,13. Relative Density,Formative Worksheet,76,"If the mass of 2 litres of water is 2 kg, find its density in S.I. system",1 kg/m<sup>3</sup>,10 kg/m<sup>3</sup>,100 kg/m<sup>3</sup>,1000 kg/m<sup>3</sup>,,D,,
1,Measurement,13. Relative Density,Formative Worksheet,77,A sphere of radius 7 cm weighs 490 g.  Calculate its density in S.I. System. (Volume of sphere = 4/3 πr<sup>3</sup>),340 kg/m<sup>3</sup>,170.5 kg/m<sup>3</sup>,70 kg/m<sup>3</sup>,35 kg/m<sup>3</sup>,,A,,
1,Measurement,13. Relative Density,Conceptive Worksheet,69,The relative density of a liquid is determind by using ______,density bottle,density flassq,density stopper,None of these,,A,,
1,Measurement,13. Relative Density,Conceptive Worksheet,70,The CGS unit of relative density is,g/cm<sup>3</sup>,kg/m<sup>3</sup>,Both (1) and (2),None of these,,D,,
1,Measurement,13. Relative Density,Conceptive Worksheet,71,The relative density of mercury is (density of mercury is 13600 kgm<sup>-3</sup>),13.6 g/cm<sup>3</sup>,0.8 g/cm<sup>3</sup>,2.5 g/cm<sup>3</sup>,None of these,,D,,
1,Measurement,13. Relative Density,Conceptive Worksheet,72,The C.G.S. unit of relative density is,gm/cm<sup>3</sup>,gm/cm<sup>3</sup>,gm/cm,no unit,,A,,
1,Measurement,13. Relative Density,Conceptive Worksheet,73,Relative density is also known as,lighter density,Numerical density,specific gravity,None of these,,C,,
1,Measurement,13. Relative Density,Conceptive Worksheet,74,"If M is the mass of an object of volume V, such that 'D' is its density, then we can say",V = DM,MVD = 1,M = VD,D = MV,,C,,
1,Measurement,13. Relative Density,Conceptive Worksheet,75,C.G.S. unit of density is __________,kg/m<sup>3</sup>,m<sup>3</sup>/kg,g/cm<sup>3</sup>,cm<sup>3/g,,C,,
1,Measurement,13. Relative Density,Conceptive Worksheet,76,The density of alcohol is 800 kg/m<sup>3</sup>.  then the density in g/cm<sup>3</sup> is _________,8000000,0.8,0.008,80000,,B,,
1,Measurement,13. Relative Density,Conceptive Worksheet,77,20 cm<sup>3</sup> of aluminium has mass 54g.  Then 1 cm<sup>3 of aluminium mass has _______,74 g,2.7 g,7.2 g,5.4 g,,B,,
1,Measurement,13. Relative Density,Conceptive Worksheet,78,"A piece of lead weight 232 g and has a volume of 20 cm<sup>3</sup>, then the density of lead is ______",0.0862 g/cm<sup>3</sup>,0.0862 cm<sup>3</sup>/g,11.6 cm<sup>3</sup>/g,11.6 g/cm<sup>3</sup>,,D,,
1,Measurement,13. Relative Density,Summative Worksheet,1,A piece of lead weight 232 g and a volume of 20 cm<sup>3</sup>.  find the density of lead,5.8 g/cc,23.2 g/cc,11.6 g/cc,17.4 g/cc,,C,,
1,Measurement,13. Relative Density,Summative Worksheet,2,Find the mass of 555 cm<sup>3</sup> of iron in kg when density of iron is 7.6 g/cm<sup>3</sup>,42.18 kg,4.218 kg,421.8 kg,4218 kg,,B,,
1,Measurement,13. Relative Density,Summative Worksheet,3,The length of a school compound is 500 m and breadth is 120m.  Find the area of compound in hectares,3 hectare,6 hectare,12 hectare,24 hectare,,B,,
1,Measurement,13. Relative Density,Summative Worksheet,4,Find the weight of a body of mass 1 tonne,1 kg.wt,10 kg.wt,100 kg.wt,1000 kg.wt,,D,,
1,Measurement,13. Relative Density,Summative Worksheet,5,The relative density of mercury is 13.6 what is the density is C.G.S. ans SI Units,13.6g g/cc,1.36 g/cc,1360 g/cc,13600 g/cc,,A,,
1,Measurement,13. Relative Density,Summative Worksheet,6,The density of copper is 8900 kgm<sup>-3</sup> what would be the value of its relative density,8900,890,89,8.9,,D,,
1,Measurement,13. Relative Density,Summative Worksheet,7,The time taken to complete 10 oscillations by a seconds pendulum is,5 sec,10 sec,15 sec,20 sec,,D,,
1,Measurement,13. Relative Density,Summative Worksheet,8,The density of a cuboid of mas 100 g with dimensions 2 cm x 4 cm x 5 cm is,7.5 g/cc,5.0 g/cc,2.5 g/cc,1.25 g/cc,,C,,
1,Measurement,13. Relative Density,Summative Worksheet,9,The total mass of two object of mass 2130 kg and 16 tones is ,18130 kg,18.13 tone,Both (A) and (B),16213 kg,,C,,
1,Measurement,13. Relative Density,Summative Worksheet,10,Density of body is two fifth of the density of water.  Find the R.D. of that body,0.4,2.5,0.2,0.6,,A,,
1,Measurement,13. Relative Density,Hots Worksheet,1,Match the following,ABCD/tsrp,ABCD/qstp,ABCD/qspr,ABCD/srqp,CH1-HW1,B,,
1,Measurement,13. Relative Density,Hots Worksheet,2,In S.I. System,All derived units are obtained by multiplying (or) dividing the fundamental units,All derived units are obtained by adding the fundamental units,All derived units are obtained by subtracting the fundamental units,Depends on the physical quanity,,D,,
1,Measurement,13. Relative Density,Hots Worksheet,3,"Statement I : Derived unit is independent unit
Statement II : It is derived from fundamental units",Statemet,"Statement - I is false, Statement - II is true",Both Statements I </sup> II are true,Both Statements I </sup> II false,,B,,
1,Measurement,13. Relative Density,Hots Worksheet,4,Derived units are the units of,derived physical quantities,Fundamental physical quantities,Both (A) and (B),None of these,,A,,
1,Measurement,13. Relative Density,Hots Worksheet,5,Which of the following are fundamental quantities,Mass,Length,Time,All of these,,D,,
1,Measurement,13. Relative Density,Hots Worksheet,6,1 Cm<sup>2</sup> = _______________,10<sup>4</sup> m<sup>2</sup>,10<sup>3</sup> m<sup>2</sup>,10<sup>2</sup> m<sup>2</sup>,10<sup>2</sup> mm<sup>2</sup>,,D,,
1,Measurement,13. Relative Density,Hots Worksheet,7,10 kg m<sup>-3</sup> = ____________ g cm<sup>-3</sup>,1000,1,10<sup>-2,100,,C,,
1,Measurement,13. Relative Density,Hots Worksheet,8,Howmany centimetre make 1 nano metre?,10<sup>-7</sup> cm,10<sup>-5</sup> cm,10<sup>-15</sup> cm,10<sup>-10</sup> cm,,A,,
1,Measurement,13. Relative Density,Hots Worksheet,9,1 milligram = ____________________,10<sup>-6</sup> kg,10<sup>-3</sup> g,10<sup>6</sup> kg,10<sup>3</sup> g,,A,,
1,Measurement,13. Relative Density,Hots Worksheet,10,15 mm<sup>2</sup> is equal to,15 x 10<sup>-2</sup>cm<sup>2</sup>,15 x 10<sup>-6</sup>cm<sup>2</sup>,15 x 10<sup>-12</sup>cm<sup>2</sup>,All of these,,D,,
1,Measurement,13. Relative Density,Hots Worksheet,11,"The velocity of a body is 10<sup>2</sup> mm/nano second, it is also equivalent to",3.6 x 10<sup>3</sup> km h<sup>-1</sup>,3.6 x 10<sup>5</sup> km h<sup>-1</sup>,3.6 x 10<sup>7</sup> km h<sup>-1</sup>,3.6 km h<sup>-1</sup>,,C,,
1,Measurement,13. Relative Density,Hots Worksheet,12,"If 1 g cm<sup>-1</sup> = x Newton - second, then the number x is equal to",1 x 10<sup>-1</sup>,3.1 x 10<sup>-3</sup>,1 x 10<sup>-5</sup>,6 x 10<sup>-4</sup>,,C,,
1,Measurement,13. Relative Density,Hots Worksheet,13,1 kg m/s<sup>2</sup> = _____________ gm-mm/s<sup>2</sup>,10<sup>5</sup>,10<sup>6</sup>,10<sup>4</sup>,10<sup>3</sup>,,D,,
1,Measurement,13. Relative Density,Hots Worksheet,14,Unit of momentum is written as,n.s.,nN + s,N -s,None of these,,C,,
1,Measurement,13. Relative Density,Hots Worksheet,15,"If g - cm<sup>2</sup>-sec<sup>-1</sup> = x Js, then the number x is equal to",1 x 10<sup>47</sup>,1 x 10<sup>-7</sup>,1 x 10<sup>-5</sup>,1 x 10<sup>5</sup>,,B,,
1,Measurement,13. Relative Density,Hots Worksheet,16,I decade = _________ millennium,1/100,01/Oct,100,1000,,C,,
1,Measurement,13. Relative Density,Hots Worksheet,17,1 m<sup>3</sup> = _____________ cm<sup>3</sup>,10<sup>6</sup>,10<sup>8</sup>,10<sup>10</sup>,10<sup>12</sup>,,A,,
1,Measurement,13. Relative Density,Hots Worksheet,18,One litre container can contain ________ millilitrres of liquid,500,1000,1250,1500,,B,,
1,Measurement,13. Relative Density,Hots Worksheet,19,"The volume of a rectangular glass slab of length = 3 cm, breadth = 2 cm, and height = 2 cm is ________ cm<sup>3</sup>",10,12,14,14,,B,,
1,Measurement,13. Relative Density,Hots Worksheet,20,"A book of length 25 cm, breadth 18 cm and height 2 cm.  Then the volume of the book is _________.",900 cm<sup>3</sup>,45 cm<sup>3</sup>,900 m<sup>3</sup>,45 m<sup>3</sup>,,A,,
1,Measurement,13. Relative Density,Hots Worksheet,21,Mass of a wooden piece of length 20 cm breadth 10 cm and thickness 0.5 cm is 50g.  What is the density of wood?,0.1 g/cm<sup>3</sup>,5.0 g/cm<sup>3</sup>,0.5 g/cm<sup>3</sup>,5.1 g/cm<sup>3</sup>,,C,,
1,Measurement,13. Relative Density,Hots Worksheet,22,"A silk cloth of density 'D' units, is cut into 2009 equal parts.  The density of each part is ",2009D/2 units,D units,2009D/100 units,D/2009 units,,B,,
1,Measurement,13. Relative Density,Hots Worksheet,23,"From the following sets choose the incorrect representations.
i)  K.G. for kilogram  (ii)  <sup>0</sup>C for degree Celsius
iii)  mts for metre     (iv)  s for second",Odd options,First two options,Even options,Last two options,,A,,
1,Measurement,13. Relative Density,Hots Worksheet,24,Find the mass of 555 cm<sup>3</sup> of iron in kg when density of iron is 7.6 g/cm<sup>3</sup>,4218 kg,4.218 kg,42.18 kg,421.8 kg,,B,,
1,Measurement,13. Relative Density,Hots Worksheet,25,"If the length of the wooden cube is 4m and the mass is 1/8 kg, then the relative density of the wooden cube is _____________",19.53 x 10<sup>-7</sup>,1/512,1/51200,1/32,,A,,
1,Measurement,13. Relative Density,Hots Worksheet,26,"A piece of iron has dimensions 3 cm x 1.5 cm x 6 cm.  If its mass is 205.2g, its relative density is ___________.",27,7.6,6.5,8,,B,,
1,Measurement,13. Relative Density,Hots Worksheet,27,"An iron cylinder of radius 1.4 cm and length 8 cm is found to weigh 369.9 g.  The relative density of iron cylinder is _________.
Take volume of cyliner = πr<sup>2</sup> l",7.2,7.5,8,8.2,,B,,
1,Measurement,13. Relative Density,Hots Worksheet,28,"The length of a cloth measured is 200 cm.  Match the following from
List - A                      List - B
i) length                     a) Numerical value
ii) 200                         b)  Unit
iii) cm                         c) physical quantity","i-a, ii-b, iii-c","i-c, ii-a, ii-b","i-c, ii-b, iii-a","i-b, ii-a, iii-c",,B,,
1,Measurement,13. Relative Density,Hots Worksheet,29,1 kg = ________ tonne,10<sup>-6</sup>,10<sup>-3</sup>,10<sup>3</sup>,10<sup>6</sup>,,B,,
1,Measurement,13. Relative Density,Hots Worksheet,30,1 micrometre (mm) = _________________ cm,10<sup>4</sup>,10<sup>6</sup>,10<sup>-6</sup>,10<sup>-4</sup>,,C,,
1,Measurement,13. Relative Density,Hots Worksheet,31,Match the following,"i-a, ii-b, iii-c","i-a, ii-c, iii-b","i-b, ii-c, iii-a","i-b, ii-a, iii-c",CH1-HW31,B,,
1,Measurement,13. Relative Density,Hots Worksheet,32,A syringe has a capacity of 5 ml.  Its capacity in cm<sup>3</sup> and m<sup>3</sup> is respectively are,"5 x 10<sup>-6</sup> m<sup>3</sup>, 5 cm<sup>3</sup>","5 cm<sup>3</sup>, 5 x 10<sup>-6</sup> m<sup>3</sup>","5 x 10<sup>-3</sup> m<sup>3</sup>, 5 cm<sup>3</sup>","5 cm<sup>2</sup>, 5 x 10<sup>-3</sup> m<sup>3</sup>",,B,,
1,Measurement,13. Relative Density,Hots Worksheet,33,"A water tank has a capacity of 10,000 litre.  Its value in m<sup>3</sup> is",100 m<sup>3</sup>,1000 m<sup>3</sup>,1 m<sup>3</sup>,10 m<sup>3</sup>,,D,,
1,Measurement,13. Relative Density,Hots Worksheet,34,The water level of a measuring cylinder is 26 ml.  A piece of concrete having a volume of 6 cm<sup>3</sup> is immersed in it.  The new level of water is,20 ml,26 ml,32 ml,6 ml,,C,,
1,Measurement,13. Relative Density,Hots Worksheet,35,The mass of an electron is 9.11 x 10<sup>-31</sup> kg.  How many electrons would make 1 kg?,1.1 x 10<sup>30</sup>,1.1 x 10<sup>31</sup>,1.1 x 10<sup>-30</sup>,1.1 x 10<sup>-31</sup>,,C,,
1,Measurement,13. Relative Density,Hots Worksheet,36,"A vessel of 200 gm weight is filled with some kerosene.  If weight of the vessel with the kerosene is 280g, then how much kerosene is filled in the vessel?",70 ml,80 ml,85 ml,70 ml,,A,,
1,Measurement,13. Relative Density,Hots Worksheet,37,"If 10 copper pieces, each of mass 20g, are placed in the vessel with water, the level of water increases to 300 ml in the vessel. Find the initial level of water in the vessel.",100 ml,1000 ml,10 ml,0.1 ml,,A,,
1,Measurement,13. Relative Density,Hots Worksheet,38,If 1 kg/m<sup>3</sup>=10 x gm/cm<sup>3</sup> then find the value of x,-2,2,-3,3,,C,,
1,Measurement,13. Relative Density,Hots Worksheet,39,"If m<sub>1</sub>, m<sub>2</sub>, m<sub>3</sub> and m<sub>4</sub> are masses of four bodies 0.3 kg, 0.3 mg, 0.3 x 10<sup>-6</sup> g and 3000 g respectively.  The above, in increasing order of masses, are as follows",m<sub>1</sub> > m<sub>2</sub> > m<sub>3</sub> > m<sub>4</sub>,m<sub>4</sub> > m<sub>2</sub> > m<sub>3</sub> > m<sub>4</sub>,m<sub>4</sub> > m<sub>1</sub> > m<sub>2</sub> > m<sub>3</sub>,m<sub>3</sub> > m<sub>2</sub> > m<sub>4</sub> > m<sub>1</sub>,,C,,
1,Measurement,13. Relative Density,Hots Worksheet,40,"Mass = Density x Volume; if mass = p, if p,1 and r in S.I. system, then the value of q in C.G.S. system is",10<sup>-7</sup> g/cm<sup>3</sup>,10<sup>-5</sup> g/cm<sup>3</sup>,10<sup>-7</sup> g/cm<sup>3</sup>,10<sup>7</sup> g/cm<sup>3</sup>,,A,,
